연번,사고번호,접수지사,접수일자,접수요일,처리지사,사고일자,신고자 소속,주소,사고가스
1194,N-2021-1201,본사,2021-06-17,목요일,경남본부,2021-06-17,소방서,경남 김해시 어방동,LNG
1195,N-2021-1200,본사,2021-06-17,목요일,충북본부,2021-06-17,사용자,충북 청주시 상당구 북문로2가,LNG
1196,N-2021-1199,본사,2021-06-17,목요일,경남본부,2021-06-17,사용자,경남 김해시 안동,프로판
1197,N-2021-1198,본사,2021-06-17,목요일,전북본부,2021-06-17,경찰서,전북 군산시 삼학동,기타
1198,N-2021-1197,본사,2021-06-17,목요일,인천본부,2021-06-17,사용자,인천 서구 청라동,LNG
1199,N-2021-1196,본사,2021-06-17,목요일,경남본부,2021-06-17,행인,경남 김해시 안동,LNG
1200,N-2021-1195,본사,2021-06-17,목요일,경남본부,2021-06-17,지역주민,경남 김해시 안동,LNG
1201,N-2021-1194,본사,2021-06-17,목요일,대전광역본부,2021-06-17,소방서,대전 대덕구 문평동,기타
1202,N-2021-1208,강원광역본부,2021-06-18,금요일,강원광역본부,2021-06-18,소방서,강원 인제군 북면 한계리,가스없음
1203,N-2021-1207,본사,2021-06-18,금요일,전북본부,2021-06-18,사용자,전북 전주시 덕진구 금암동,가스없음
1204,N-2021-1206,본사,2021-06-18,금요일,서울동부지사,2021-06-18,사용자,서울 강북구 미아동,LNG
1205,N-2021-1205,본사,2021-06-18,금요일,서울남부지사,2021-06-17,경찰서,서울 강서구 방화동,부탄
1206,N-2021-1204,본사,2021-06-18,금요일,부산광역본부,2021-06-18,사용자,부산 사하구 괴정동,LNG
1207,N-2021-1203,본사,2021-06-18,금요일,경기중부지사,2021-06-18,소방서,경기 김포시 장기동,LNG
1208,N-2021-1223,본사,2021-06-19,토요일,경기동부지사,2021-06-19,소방서,경기 성남시 분당구 이매동,LNG
1209,N-2021-1222,본사,2021-06-19,토요일,전북본부,2021-06-19,소방서,전북 김제시 금구면 금구리,프로판
1210,N-2021-1221,본사,2021-06-19,토요일,경남본부,2021-06-19,소방서,경남 창원시 마산회원구 봉암동,기타
1211,N-2021-1220,본사,2021-06-19,토요일,광주광역본부,2021-06-19,소방서,광주 서구 풍암동,가스없음
1212,N-2021-1219,본사,2021-06-19,토요일,제주본부,2021-06-19,사용자,제주 제주시 연동,프로판
1213,N-2021-1218,본사,2021-06-19,토요일,경기북부지사,2021-06-19,소방서,경기 동두천시 광암동,LNG
1214,N-2021-1217,본사,2021-06-19,토요일,대전광역본부,2021-06-19,사용자,대전 동구 삼성동,LNG
1215,N-2021-1216,본사,2021-06-19,토요일,경남서부지사,2021-06-19,사용자,경남 진주시 평거동,LNG
1216,N-2021-1215,본사,2021-06-19,토요일,경기광역본부,2021-06-19,사용자,경기 수원시 영통구 매탄동,LNG
1217,N-2021-1214,본사,2021-06-19,토요일,부산북부지사,2021-06-19,사용자,부산 해운대구 우동,가스없음
1218,N-2021-1213,본사,2021-06-19,토요일,전남서부지사,2021-06-19,사용자,전남 목포시 죽교동,LNG
1219,N-2021-1212,본사,2021-06-19,토요일,경남서부지사,2021-06-19,소방서,경남 함양군 함양읍 운림리,프로판
1220,N-2021-1211,본사,2021-06-19,토요일,경기서부지사,2021-06-19,사용자,경기 부천시 원미구 중동,LNG
1221,N-2021-1210,본사,2021-06-19,토요일,강원영동지사,2021-06-19,사용자,강원 강릉시 초당동,LNG
1222,N-2021-1209,본사,2021-06-19,토요일,경남본부,2021-06-19,경찰서,경남 창원시 마산합포구 산호동,프로판
1223,N-2021-1228,본사,2021-06-20,일요일,경기동부지사,2021-06-20,소방서,경기 이천시 증포동,LNG
1224,N-2021-1227,본사,2021-06-20,일요일,대전광역본부,2021-06-20,지역주민,대전 동구 이사동,가스없음
1225,N-2021-1226,본사,2021-06-20,일요일,전북본부,2021-06-20,지역주민,전북 익산시 임상동,프로판
1226,N-2021-1225,본사,2021-06-20,일요일,서울남부지사,2021-06-20,사용자,서울 영등포구 신길동,LNG
1227,N-2021-1224,본사,2021-06-20,일요일,광주광역본부,2021-06-20,경찰서,광주 광산구 수완동,질소
1228,N-2021-1239,본사,2021-06-21,월요일,충북본부,2021-06-21,사용자,충북 진천군 덕산면 산수리,프로판
1229,N-2021-1238,본사,2021-06-21,월요일,경북북부지사,2021-06-21,사용자,경북 안동시 옥동,LNG
1230,N-2021-1237,본사,2021-06-21,월요일,경기동부지사,2021-06-21,행인,경기 이천시 대월면 사동리,가스없음
1231,N-2021-1236,본사,2021-06-21,월요일,대전광역본부,2021-06-21,사용자,대전 유성구 구암동,LNG
1232,N-2021-1235,본사,2021-06-21,월요일,제주본부,2021-06-21,사용자,제주 서귀포시 서귀동,프로판
1233,N-2021-1234,대전광역본부,2021-06-21,월요일,대전광역본부,2021-06-21,사용자,대전 동구 세천동,프로판
1234,N-2021-1233,강원광역본부,2021-06-21,월요일,강원광역본부,2021-06-21,소방서,강원 춘천시 우두동,프로판
1235,N-2021-1232,강원광역본부,2021-06-21,월요일,강원광역본부,2021-06-21,사용자,강원 춘천시 후평동,가스없음
1236,N-2021-1231,본사,2021-06-21,월요일,대구광역본부,2021-06-21,경찰서,경북 영천시 창구동,가스없음
1237,N-2021-1230,본사,2021-06-21,월요일,경기중부지사,2021-06-21,행인,경기 파주시 와동동,LNG
1238,N-2021-1229,본사,2021-06-21,월요일,경기서부지사,2021-06-21,사용자,경기 부천시 원미구 심곡동,LNG
1239,N-2021-1249,본사,2021-06-22,화요일,전북본부,2021-06-22,경찰서,전북 익산시 금강동,가스없음
1240,N-2021-1248,전남동부지사,2021-06-22,화요일,전남동부지사,2021-06-22,행정관청,전남 순천시 서면 압곡리,가스없음
1241,N-2021-1247,본사,2021-06-22,화요일,경기동부지사,2021-06-22,행정관청,경기 여주시 하동,LNG
1242,N-2021-1246,부산광역본부,2021-06-22,화요일,부산광역본부,2021-06-22,경찰서,부산 사하구 신평동,LNG
1243,N-2021-1245,대구광역본부,2021-06-22,화요일,대구광역본부,2021-06-22,행정관청,경북 칠곡군 기산면 죽전리,가스없음
1244,N-2021-1244,본사,2021-06-22,화요일,충남본부,2021-06-22,사용자,충남 천안시 동남구 신방동,LNG
1245,N-2021-1243,본사,2021-06-22,화요일,경기중부지사,2021-06-22,경찰서,경기 고양시 덕양구 내유동,가스없음
1246,N-2021-1242,본사,2021-06-22,화요일,경기광역본부,2021-06-22,사용자,경기 안성시 원곡면 내가천리,산소
1247,N-2021-1241,본사,2021-06-22,화요일,부산북부지사,2021-06-22,사용자,부산 북구 구포동,LNG
1248,N-2021-1240,본사,2021-06-22,화요일,충남본부,2021-06-22,소방서,충남 천안시 동남구 원성동,프로판
1249,N-2021-1252,본사,2021-06-23,수요일,부산북부지사,2021-06-23,사용자,부산 동래구 안락동,LNG
1250,N-2021-1251,본사,2021-06-23,수요일,충남본부,2021-06-23,경찰서,충남 천안시 서북구 두정동,LNG
1251,N-2021-1250,본사,2021-06-23,수요일,대전광역본부,2021-06-23,행정관청,대전 서구 월평동,LNG
1252,N-2021-1260,본사,2021-06-24,목요일,충남본부,2021-06-24,사용자,충남 아산시 배방읍,LNG
1253,N-2021-1259,본사,2021-06-24,목요일,경남서부지사,2021-06-24,사용자,경남 진주시 주약동,LNG
1254,N-2021-1258,대전광역본부,2021-06-24,목요일,대전광역본부,2021-06-24,사용자,대전 중구 태평동,LNG
1255,N-2021-1257,대전광역본부,2021-06-24,목요일,대전광역본부,2021-06-24,사용자,대전 중구 산성동,프로판
1256,N-2021-1256,본사,2021-06-24,목요일,경남본부,2021-06-24,사용자,경남 창원시 성산구 대방동,LNG
1257,N-2021-1255,본사,2021-06-24,목요일,경기서부지사,2021-06-23,사용자,경기 시흥시 정왕동,부탄
1258,N-2021-1254,본사,2021-06-24,목요일,경기중부지사,2021-06-24,경찰서,경기 파주시 목동동,가스없음
1259,N-2021-1253,본사,2021-06-24,목요일,강원광역본부,2021-06-24,소방서,강원 춘천시 후평동,프로판
1260,N-2021-1265,본사,2021-06-25,금요일,대구광역본부,2021-06-25,사용자,경북 구미시 선기동,가스없음
1261,N-2021-1264,본사,2021-06-25,금요일,제주본부,2021-06-25,소방서,제주 서귀포시 표선면 토산리,부탄
1262,N-2021-1263,본사,2021-06-25,금요일,경기중부지사,2021-06-25,행정관청,경기 고양시 덕양구 용두동,기타
1263,N-2021-1262,본사,2021-06-25,금요일,부산광역본부,2021-06-25,사용자,부산 서구 서대신동2가,LNG
1264,N-2021-1261,본사,2021-06-25,금요일,인천본부,2021-06-25,사용자,인천 남구 숭의동,LNG
1265,N-2021-1271,본사,2021-06-26,토요일,부산광역본부,2021-06-26,사용자,부산 남구 감만동,가스없음
1266,N-2021-1270,본사,2021-06-26,토요일,경남본부,2021-06-26,사용자,경남 창원시 성산구 상남동,LNG
1267,N-2021-1269,본사,2021-06-26,토요일,경남서부지사,2021-06-26,사용자,경남 진주시 인사동,LNG
1268,N-2021-1268,본사,2021-06-26,토요일,부산광역본부,2021-06-26,행정관청,부산 사하구 구평동,기타
1269,N-2021-1267,본사,2021-06-26,토요일,전남동부지사,2021-06-26,지역주민,전남 광양시 마동,가스없음
1270,N-2021-1266,본사,2021-06-26,토요일,광주광역본부,2021-06-26,사용자,광주 서구 쌍촌동,LNG
1271,N-2021-1278,본사,2021-06-27,일요일,대전광역본부,2021-06-27,경찰서,대전 유성구 학하동,가스없음
1272,N-2021-1277,본사,2021-06-27,일요일,경기동부지사,2021-06-27,사용자,경기 용인시 수지구 풍덕천동,LNG
1273,N-2021-1276,본사,2021-06-27,일요일,서울광역본부,2021-06-27,사용자,서울 강동구 천호동,LNG
1274,N-2021-1275,본사,2021-06-27,일요일,경기동부지사,2021-06-27,소방서,경기 여주시 점봉동,프로판
1275,N-2021-1274,본사,2021-06-27,일요일,인천본부,2021-06-27,소방서,인천 강화군 양도면 능내리,기타
1276,N-2021-1273,본사,2021-06-27,일요일,대구광역본부,2021-06-27,경찰서,대구 달서구 본리동,LNG
1277,N-2021-1272,본사,2021-06-27,일요일,광주광역본부,2021-06-27,소방서,광주 남구 승촌동,가스없음
1278,N-2021-1285,본사,2021-06-28,월요일,강원광역본부,2021-06-28,사용자,강원 춘천시 석사동,LNG
1279,N-2021-1284,본사,2021-06-28,월요일,인천본부,2021-06-28,사용자,인천 연수구 옥련동,기타
1280,N-2021-1283,충북본부,2021-06-28,월요일,충북본부,2021-06-28,사용자,충북 청주시 상당구 낭성면 현암리,프로판
1281,N-2021-1282,본사,2021-06-28,월요일,경기동부지사,2021-06-17,경찰서,경기 이천시 마장면 덕평리,기타
1282,N-2021-1281,본사,2021-06-28,월요일,대구광역본부,2021-06-28,소방서,경북 영천시 망정동,가스없음
1283,N-2021-1280,본사,2021-06-28,월요일,서울광역본부,2021-06-28,지역주민,서울 강남구 논현동,LNG
1284,N-2021-1279,본사,2021-06-28,월요일,경북동부지사,2021-06-28,지역주민,경북 포항시 남구 청림동,가스없음
1285,N-2021-1290,본사,2021-06-29,화요일,전남서부지사,2021-06-29,소방서,전남 목포시 상동,LNG
1286,N-2021-1289,본사,2021-06-29,화요일,경남서부지사,2021-06-29,인터넷,경남 진주시 초전동,기타
1287,N-2021-1288,본사,2021-06-29,화요일,울산본부,2021-06-29,사용자,울산 남구 달동,LNG
1288,N-2021-1287,본사,2021-06-29,화요일,대구광역본부,2021-06-29,사용자,경북 김천시 아포읍 국사리,가스없음
1289,N-2021-1286,본사,2021-06-29,화요일,경기북부지사,2021-06-29,사용자,경기 남양주시 진접읍 금곡리,부탄
1290,N-2021-1296,본사,2021-06-30,수요일,대전광역본부,2021-06-30,소방서,충남 청양군 청양읍 읍내리,LNG
1291,N-2021-1295,본사,2021-06-30,수요일,서울동부지사,2021-06-30,사용자,서울 성동구 하왕십리동,LNG
1292,N-2021-1294,본사,2021-06-30,수요일,서울서부지사,2021-06-30,사용자,서울 용산구 동자동,LNG
1293,N-2021-1293,서울동부지사,2021-06-30,수요일,서울동부지사,2021-06-30,소방서,서울 광진구 자양동,프로판
1294,N-2021-1292,본사,2021-06-30,수요일,대전광역본부,2021-06-30,사용자,충남 논산시 대교동,가스없음
1295,N-2021-1291,본사,2021-06-30,수요일,서울서부지사,2021-06-26,경찰서,서울 용산구 서계동,LNG
1296,N-2021-1304,본사,2021-07-01,목요일,부산광역본부,2021-07-01,사용자,부산 부산진구 연지동,LNG
1297,N-2021-1303,본사,2021-07-01,목요일,충북북부지사,2021-07-01,소방서,충북 음성군 대소면 오류리,프로판
1298,N-2021-1302,본사,2021-07-01,목요일,전북본부,2021-07-01,지역주민,전북 전주시 덕진구 인후동1가,LNG
1299,N-2021-1301,본사,2021-07-01,목요일,경남본부,2021-07-01,사용자,경남 밀양시 삼랑진읍 숭진리,가스없음
1300,N-2021-1300,본사,2021-07-01,목요일,강원광역본부,2021-07-01,지역주민,강원 원주시 반곡동,LNG
1301,N-2021-1299,본사,2021-07-01,목요일,부산북부지사,2021-07-01,사용자,부산 동래구 낙민동,LNG
1302,N-2021-1298,본사,2021-07-01,목요일,전북본부,2021-07-01,소방서,전북 군산시 수송동,가스없음
1303,N-2021-1297,본사,2021-07-01,목요일,광주광역본부,2021-07-01,소방서,광주 광산구 송정동,부탄
1304,N-2021-1311,본사,2021-07-02,금요일,경남서부지사,2021-07-02,소방서,경남 진주시 평거동,프로판
1305,N-2021-1310,본사,2021-07-02,금요일,서울서부지사,2021-07-02,사용자,서울 은평구 불광동,LNG
1306,N-2021-1309,본사,2021-07-02,금요일,강원광역본부,2021-07-02,사용자,강원 춘천시 신동면 증리,프로판
1307,N-2021-1308,본사,2021-07-02,금요일,충북본부,2021-07-02,행정관청,충북 진천군 덕산면 구산리,프로판
1308,N-2021-1307,충북북부지사,2021-07-02,금요일,충북북부지사,2021-07-02,사용자,충북 충주시 노은면 문성리,프로판
1309,N-2021-1306,본사,2021-07-02,금요일,경기동부지사,2021-07-02,사용자,경기 용인시 수지구 신봉동,LNG
1310,N-2021-1305,본사,2021-07-02,금요일,충남본부,2021-07-02,소방서,충남 천안시 동남구 원성동,가스없음
1311,N-2021-1317,본사,2021-07-03,토요일,서울서부지사,2021-07-03,사용자,서울 종로구 창신3동,LNG
1312,N-2021-1316,본사,2021-07-03,토요일,경기동부지사,2021-07-03,소방서,경기 광주시 회덕동,기타
1313,N-2021-1315,본사,2021-07-03,토요일,전북본부,2021-07-03,지역주민,전북 익산시 모현동1가,LNG
1314,N-2021-1314,본사,2021-07-03,토요일,강원영동지사,2021-07-03,사용자,강원 강릉시 노암동,LNG
1315,N-2021-1313,본사,2021-07-03,토요일,울산본부,2021-07-03,행정관청,울산 남구 황성동,질소
1316,N-2021-1312,본사,2021-07-03,토요일,인천본부,2021-07-03,소방서,인천 동구 송림동,가스없음
1317,N-2021-1319,본사,2021-07-04,일요일,전남서부지사,2021-07-04,소방서,전남 목포시 용당동,산소
1318,N-2021-1318,본사,2021-07-04,일요일,광주광역본부,2021-07-04,경찰서,광주 북구 용봉동,가스없음
1319,N-2021-1332,본사,2021-07-05,월요일,충남본부,2021-07-05,소방서,충남 천안시 동남구 신부동,기타
1320,N-2021-1331,본사,2021-07-05,월요일,서울광역본부,2021-07-05,사용자,서울 서초구 반포동,LNG
1321,N-2021-1330,본사,2021-07-05,월요일,경기동부지사,2021-07-05,행정관청,경기 성남시 수정구 시흥동,LNG
1322,N-2021-1329,본사,2021-07-05,월요일,서울광역본부,2021-07-05,사용자,서울 강남구 삼성동,LNG
1323,N-2021-1328,본사,2021-07-05,월요일,충남본부,2021-07-05,사용자,충남 아산시 인주면 밀두리,프로판
1324,N-2021-1327,본사,2021-07-05,월요일,경남서부지사,2021-07-05,경찰서,경남 거창군 거창읍 상림리,프로판
1325,N-2021-1326,본사,2021-07-05,월요일,서울남부지사,2021-07-05,행정관청,서울 금천구 가산동,프로판
1326,N-2021-1325,본사,2021-07-05,월요일,서울동부지사,2021-07-03,경찰서,서울 동대문구 휘경동,LNG
1327,N-2021-1324,본사,2021-07-05,월요일,충북본부,2021-07-05,사용자,충북 청주시 상당구 금천동,LNG
1328,N-2021-1323,본사,2021-07-05,월요일,서울광역본부,2021-07-05,사용자,서울 송파구 문정동,LNG
1329,N-2021-1322,본사,2021-07-05,월요일,부산광역본부,2021-07-03,경찰서,부산 수영구 광안동,프로판
1330,N-2021-1321,본사,2021-07-05,월요일,경기동부지사,2021-07-05,경찰서,경기 성남시 중원구 상대원동,LNG
1331,N-2021-1320,본사,2021-07-05,월요일,인천본부,2021-07-05,소방서,인천 남구 용현동,LNG
1332,N-2021-1337,본사,2021-07-06,화요일,경기중부지사,2021-07-06,사용자,경기 김포시 구래동,가스없음
1333,N-2021-1336,경북북부지사,2021-07-06,화요일,경북북부지사,2021-07-06,기타,경북 상주시 청리면 마공리,가스없음
1334,N-2021-1335,본사,2021-07-06,화요일,경기중부지사,2021-07-06,사용자,경기 고양시 일산동구 풍동,기타
1335,N-2021-1334,본사,2021-07-06,화요일,부산광역본부,2021-07-06,소방서,부산 사하구 구평동,암모니아
1336,N-2021-1333,본사,2021-07-06,화요일,전남서부지사,2021-07-06,사용자,전남 해남군 삼산면 구림리,프로판
1337,N-2021-1349,본사,2021-07-07,수요일,인천본부,2021-07-07,사용자,인천 서구 가정동,LNG
1338,N-2021-1348,본사,2021-07-07,수요일,강원영동지사,2021-07-07,소방서,강원 삼척시 교동,기타
1339,N-2021-1347,본사,2021-07-07,수요일,인천본부,2021-07-07,사용자,인천 강화군 강화읍 남산리,LNG
1340,N-2021-1346,본사,2021-07-07,수요일,인천본부,2021-07-07,사용자,인천 연수구 연수동,프로판+부탄
1341,N-2021-1345,본사,2021-07-07,수요일,대전광역본부,2021-07-07,사용자,대전 서구 가수원동,LNG
1342,N-2021-1344,본사,2021-07-07,수요일,전남동부지사,2021-07-07,행정관청,전남 순천시 서면 압곡리,질소
1343,N-2021-1343,본사,2021-07-07,수요일,경남본부,2021-07-07,경찰서,경남 창원시 진해구 용원동,가스없음
1344,N-2021-1342,대전광역본부,2021-07-07,수요일,대전광역본부,2021-07-07,사용자,충남 연기군 전동면 청송리,기타독성가스
1345,N-2021-1341,본사,2021-07-07,수요일,경기중부지사,2021-07-07,사용자,경기 김포시 구래동,LNG
1346,N-2021-1340,본사,2021-07-07,수요일,강원광역본부,2021-07-07,사용자,강원 춘천시 효자동,가스없음
1347,N-2021-1339,강원영동지사,2021-07-07,수요일,강원영동지사,2021-07-07,행정관청,강원 강릉시 성내동,가스없음
1348,N-2021-1338,본사,2021-07-07,수요일,경기중부지사,2021-07-07,행정관청,경기 김포시 대곶면 초원지리,암모니아
1349,N-2021-1355,본사,2021-07-08,목요일,경기중부지사,2021-07-08,사용자,경기 고양시 덕양구 주교동,LNG
1350,N-2021-1354,본사,2021-07-08,목요일,경기서부지사,2021-07-08,행정관청,경기 시흥시 정왕동,기타
1351,N-2021-1353,광주광역본부,2021-07-08,목요일,광주광역본부,2021-07-08,사용자,광주 동구 용산동,프로판
1352,N-2021-1352,본사,2021-07-08,목요일,울산본부,2021-07-08,소방서,울산 북구 진장동,LNG
1353,N-2021-1351,본사,2021-07-08,목요일,서울남부지사,2021-07-08,사용자,서울 강서구 가양동,LNG
1354,N-2021-1350,본사,2021-07-08,목요일,경기광역본부,2021-07-08,지역주민,경기 화성시 반월동,질소
1355,N-2021-1365,본사,2021-07-09,금요일,경남본부,2021-07-09,소방서,경남 창원시 의창구 소계동,기타
1356,N-2021-1364,본사,2021-07-09,금요일,경기광역본부,2021-07-09,사용자,경기 수원시 팔달구 인계동,LNG
1357,N-2021-1363,본사,2021-07-09,금요일,충남본부,2021-07-09,행정관청,충남 천안시 동남구 풍세면,가스없음
1358,N-2021-1362,본사,2021-07-09,금요일,부산북부지사,2021-07-09,사용자,부산 연제구 거제동,프로판
1359,N-2021-1361,본사,2021-07-09,금요일,서울광역본부,2021-07-09,사용자,서울 송파구 문정동,LNG
1360,N-2021-1360,본사,2021-07-09,금요일,부산광역본부,2021-07-09,사용자,부산 부산진구 양정동,프로판
1361,N-2021-1359,본사,2021-07-09,금요일,서울광역본부,2021-07-09,사용자,서울 서초구 서초동,가스없음
1362,N-2021-1358,본사,2021-07-09,금요일,경기동부지사,2021-07-09,소방서,경기 성남시 중원구 금광동,LNG
1363,N-2021-1357,본사,2021-07-09,금요일,대전광역본부,2021-07-09,사용자,대전 유성구 봉명동,LNG
1364,N-2021-1356,본사,2021-07-09,금요일,경남서부지사,2021-07-09,사용자,경남 통영시 미수동,프로판
1365,N-2021-1372,본사,2021-07-10,토요일,충남본부,2021-07-10,소방서,충남 당진시 합덕읍 운산리,프로판
1366,N-2021-1371,본사,2021-07-10,토요일,경기서부지사,2021-07-10,사용자,경기 부천시 오정구 원종동,LNG
1367,N-2021-1370,본사,2021-07-10,토요일,광주광역본부,2021-07-10,사용자,광주 광산구 월계동,LNG
1368,N-2021-1369,본사,2021-07-10,토요일,서울남부지사,2021-07-10,사용자,서울 강서구 화곡동,LNG
1369,N-2021-1368,본사,2021-07-10,토요일,서울서부지사,2021-07-10,사용자,서울 은평구 응암동,LNG
1370,N-2021-1367,본사,2021-07-10,토요일,인천본부,2021-07-10,소방서,인천 서구 청라동,가스없음
1371,N-2021-1366,본사,2021-07-10,토요일,경북북부지사,2021-07-10,소방서,경북 상주시 병성동,프로판
1372,N-2021-1376,본사,2021-07-11,일요일,서울남부지사,2021-07-11,사용자,서울 동작구 상도동,기타
1373,N-2021-1375,본사,2021-07-11,일요일,전남동부지사,2021-07-11,소방서,전남 순천시 가곡동,가스없음
1374,N-2021-1374,본사,2021-07-11,일요일,울산본부,2021-07-11,지역주민,울산 중구 복산동,가스없음
1375,N-2021-1373,본사,2021-07-11,일요일,대전광역본부,2021-07-11,국민안전처,충남 보령시 신흑동,기타
1376,N-2021-1385,본사,2021-07-12,월요일,전남동부지사,2021-07-12,사용자,전남 여수시 문수동,LNG
1377,N-2021-1384,본사,2021-07-12,월요일,대구광역본부,2021-07-12,소방서,대구 동구 신암동,LNG
1378,N-2021-1383,본사,2021-07-12,월요일,광주광역본부,2021-07-12,소방서,전남 영광군 영광읍 단주리,프로판
1379,N-2021-1382,본사,2021-07-12,월요일,강원광역본부,2021-07-12,사용자,강원 원주시 반곡동,LNG
1380,N-2021-1381,강원광역본부,2021-07-12,월요일,강원광역본부,2021-07-12,사용자,강원 춘천시 조양동,LNG
1381,N-2021-1380,본사,2021-07-12,월요일,강원광역본부,2021-07-12,사용자,강원 춘천시 소양로2가 ,LNG
1382,N-2021-1379,경북동부지사,2021-07-12,월요일,경북동부지사,2021-07-11,기타,경북 영덕군 영덕읍 화개리,LNG
1383,N-2021-1378,본사,2021-07-12,월요일,인천본부,2021-07-12,사용자,인천 남구 주안4동,LNG
1384,N-2021-1377,본사,2021-07-12,월요일,대전광역본부,2021-07-12,사용자,대전 중구 문창동,LNG
1385,N-2021-1389,본사,2021-07-13,화요일,서울남부지사,2021-07-13,사용자,서울 강서구 외발산동,LNG
1386,N-2021-1388,본사,2021-07-13,화요일,강원광역본부,2021-07-13,소방서,강원 춘천시 동내면 학곡리,프로판
1387,N-2021-1387,본사,2021-07-13,화요일,경기동부지사,2021-07-13,사용자,경기 이천시 중리동,LNG
1388,N-2021-1386,본사,2021-07-13,화요일,경기광역본부,2021-07-13,경찰서,경기 수원시 장안구 율전동,LNG
1389,N-2021-1397,본사,2021-07-14,수요일,서울광역본부,2021-07-14,경찰서,서울 강남구 논현동,LNG
1390,N-2021-1396,본사,2021-07-14,수요일,대전광역본부,2021-07-14,사용자,대전 서구 관저동,기타
1391,N-2021-1395,본사,2021-07-14,수요일,전남서부지사,2021-07-14,사용자,전남 해남군 문내면 난대리,프로판
1392,N-2021-1394,본사,2021-07-14,수요일,경기동부지사,2021-07-14,지역주민,경기 광주시 목현동,LNG
1393,N-2021-1393,본사,2021-07-14,수요일,충북본부,2021-07-14,지역주민,충북 청주시 흥덕구 봉명2동,LNG
1394,N-2021-1392,본사,2021-07-14,수요일,경기서부지사,2021-07-14,사용자,경기 시흥시 논곡동,LNG
1395,N-2021-1391,본사,2021-07-14,수요일,부산광역본부,2021-07-14,경찰서,부산 부산진구 양정동,프로판
1396,N-2021-1390,본사,2021-07-14,수요일,대구광역본부,2021-07-14,소방서,대구 서구 평리동,프로판
1397,N-2021-1406,본사,2021-07-15,목요일,서울서부지사,2021-07-15,소방서,서울 용산구 서빙고동,LNG
1398,N-2021-1405,본사,2021-07-15,목요일,대구광역본부,2021-07-15,소방서,대구 달서구 성당동,LNG
1399,N-2021-1404,강원영동지사,2021-07-15,목요일,강원영동지사,2021-07-15,소방서,강원 동해시 쇄운동,프로판
1400,N-2021-1403,본사,2021-07-15,목요일,부산광역본부,2021-07-15,행정관청,부산 강서구 송정동,프로판
1401,N-2021-1402,본사,2021-07-15,목요일,전남서부지사,2021-07-15,지역주민,전남 진도군 군내면 둔전리,가스없음
1402,N-2021-1401,대전광역본부,2021-07-15,목요일,대전광역본부,2021-07-15,소방서,대전 서구 갈마동,가스없음
1403,N-2021-1400,본사,2021-07-15,목요일,서울서부지사,2021-07-15,사용자,서울 은평구 신사동,LNG
1404,N-2021-1399,본사,2021-07-15,목요일,서울광역본부,2021-07-15,경찰서,서울 강남구 역삼동,LNG
1405,N-2021-1398,본사,2021-07-15,목요일,충남본부,2021-07-15,소방서,충남 서산시 동문동,프로판
1406,N-2021-1413,본사,2021-07-16,금요일,경기중부지사,2021-07-16,사용자,경기 고양시 덕양구 행신동,LNG
1407,N-2021-1412,본사,2021-07-16,금요일,강원영동지사,2021-07-16,소방서,강원 평창군 봉평면 창동리,프로판
1408,N-2021-1411,본사,2021-07-16,금요일,대전광역본부,2021-07-16,사용자,대전 유성구 원신흥동,LNG
1409,N-2021-1410,본사,2021-07-16,금요일,충북북부지사,2021-07-16,소방서,충북 제천시 교동,탄산가스
1410,N-2021-1409,본사,2021-07-16,금요일,제주본부,2021-07-16,지역주민,제주 제주시 조천읍 와산리,가스없음
1411,N-2021-1408,강원영동지사,2021-07-16,금요일,강원영동지사,2021-07-16,소방서,강원 속초시 동명동,프로판
1412,N-2021-1407,본사,2021-07-16,금요일,서울서부지사,2021-07-16,지역주민,서울 종로구 창신동,LNG
1413,N-2021-1419,본사,2021-07-17,토요일,제주본부,2021-07-17,사용자,제주 제주시 구좌읍 세화리,가스없음
1414,N-2021-1418,본사,2021-07-17,토요일,경기중부지사,2021-07-17,기타,경기 파주시 문산읍 당동리,LNG
1415,N-2021-1417,본사,2021-07-17,토요일,서울동부지사,2021-07-17,사용자,서울 도봉구 창동,LNG
1416,N-2021-1416,본사,2021-07-17,토요일,경기중부지사,2021-07-17,행정관청,경기 김포시 양촌면 누산리,프로판
1417,N-2021-1415,본사,2021-07-17,토요일,경기동부지사,2021-07-17,소방서,경기 용인시 기흥구 영덕동,기타
1418,N-2021-1414,본사,2021-07-17,토요일,서울동부지사,2021-07-17,사용자,서울 동대문구 용두동,LNG
1419,N-2021-1425,본사,2021-07-18,일요일,충남본부,2021-07-18,소방서,충남 천안시 서북구 두정동,가스없음
1420,N-2021-1424,본사,2021-07-18,일요일,경기동부지사,2021-07-18,사용자,경기 하남시 학암동,가스없음
1421,N-2021-1423,본사,2021-07-18,일요일,서울광역본부,2021-07-18,사용자,서울 강동구 천호동,LNG
1422,N-2021-1422,본사,2021-07-18,일요일,강원영동지사,2021-07-18,소방서,강원 속초시 금호동,가스없음
1423,N-2021-1421,본사,2021-07-18,일요일,경기중부지사,2021-07-18,사용자,경기 파주시 야당동,LNG
1424,N-2021-1420,본사,2021-07-18,일요일,충남본부,2021-07-18,사용자,충남 천안시 동남구 영성동,LNG
1425,N-2021-1438,본사,2021-07-19,월요일,경기동부지사,2021-07-19,기타,경기 하남시 망월동,가스없음
